web-scraper-order,web-scraper-start-url,Brands,Brands-href,Models,Models-href,Pages,Pages-href,Model,Network Technology,Announced,Status,Dimensions,Weight,Build,SIM,IP Rating,Display Type,Display Size,Display Resolution,Display Protection,Operating Software,Chipset,CPU,GPU,SD Card Slot,Internal Storage,Storage Type,Number of Rear Cameras,Camera,Camera Features,Rear Video,Number of Selfie Cameras,Selfie Features,Selfie Video,Headphone Jack,WLAN Technology,Bluetooth,NFC,Radio,USB,Sensors,UWB,Battery,Charging,Colors,Loudspeaker,Battery Life,Price,Approx Price
"1672866173-23625","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P735","https://www.gsmarena.com/asus_p735-1831.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P735","GSM / UMTS","2007, January","Discontinued","109 x 59 x 19 mm (4.29 x 2.32 x 0.75 in)","143 g (5.04 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~37.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Microsoft Windows Mobile 5.0 PocketPC","null","Intel XScale 520 MHz","null","miniSD","256MB 64MB RAM","null","Single","2 MP, AF","LED flash","Yes","Single","null","","No","Wi-Fi 802.11b/g","2.0","null","No","1.1","","Video download

Pocket Office  

Windows MPlayer 10

Text to Speech

Organizer

Voice memo

Stopwatch","Removable Li-Ion 1300 mAh battery","null","Silver","null","null","null","About 370 EUR"
"1672866176-23626","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","J501","https://www.gsmarena.com/asus_j501-2077.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus J501","GSM","2007, February","Discontinued","103 x 48 x 16.6 mm (4.06 x 1.89 x 0.65 in)","100 g (3.53 oz)","null","Mini-SIM","null","TFT, 256K colors","2.2 inches, 15.0 cm2 (~30.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)","null","null","null","null","null","microSD (dedicated slot)","5MB","null","","2 MP, AF","null","Yes","Loudspeaker","null","null","No","No","1.2, A2DP","null","FM radio","1.1","","MP3/AAC/AAC+/MP4 player

Bluetooth Skype application

Organizer

World clock

Health management","Removable Li-Ion 750 mAh battery","null","Black, White","null","null","null","About 300 EUR"
"1672866178-23627","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P526","https://www.gsmarena.com/asus_p526-1988.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P526","GSM","2007, March","Discontinued","110 x 58 x 15.4 mm (4.33 x 2.28 x 0.61 in)","115 g (4.06 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~32.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","null","Microsoft Windows Mobile 6.0 Professional","TI OMAP 850","200 MHz ARM926EJ-S","null","microSD (dedicated slot)","128MB","null","Single","2 MP","null","Yes","","null","null","No","No","1.2","null","No","1.1","","Business card scanner

Voice Recognition

MP3 Player

Pocket Office 

Organizer

Voice memo

World time

Stopwatch","Removable Li-Ion 1300 mAh battery","null","Silver","null","null","null","About 300 EUR"
"1672866181-23628","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","M530w","https://www.gsmarena.com/asus_m530w-2096.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus M530w","GSM / UMTS","2007, May. Released 2008, April","Discontinued","117 x 65 x 13.8 mm (4.61 x 2.56 x 0.54 in)","135 g (4.76 oz)","null","Mini-SIM","null","TFT , 65K colors","2.4 inches, 17.8 cm2 (~23.5% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)","null","Microsoft Windows Mobile 6 Standard","null","32-bit Intel XScale PXA270 416 MHz","null","microSD (dedicated slot)","256MB 64MB RAM","null","Single","2 MP","null","Yes","Single","null","","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","1.1","","Pocket Office 

Bluetooth Presenter

Business card scanner

MP3/AAC/AAC+/WMA/OGG/AMR player

WMV/MP4 player

Organizer

World Clock

File Manager

MSN","Removable Li-Ion 1200 mAh battery","null","Black, White","null","null","null","About 330 EUR"
"1672866183-23629","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","V88i","https://www.gsmarena.com/asus_v88i-2098.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus V88i","GSM / UMTS","2007","Discontinued","101 x 45 x 16 mm (3.98 x 1.77 x 0.63 in)","80 g (2.82 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 256K colors","","176 x 220 pixels","null","null","null","null","null","microSD (dedicated slot)","35MB","null","Single","2 MP, AF","null","Yes","Loudspeaker","null","","No","No","2.0","null","FM radio","Proprietary","","Audio/ Video Player

File Manager

Predictive text input

Organizer","Removable Li-Ion battery","null","Black","null","null","null","About 290 EUR"
"1672866186-23630","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","J502","https://www.gsmarena.com/asus_j502-2097.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus J502","GSM","2007","Discontinued","103.5 x 52.8 x 14.7 mm (4.07 x 2.08 x 0.58 in)","120 g (4.23 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 256K colors","2.4 inches, 17.8 cm2 (~32.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)","null","null","null","null","null","microSD (dedicated slot)","24MB","null","","3 MP, AF","LED flash","Yes","Loudspeaker","null","null","No","No","2.0, A2DP","null","No","1.1","","TV-out

eBook reader

MP3 Player

Organizer

World clock","Removable Li-Ion battery","null","Black, Red","null","null","null","About 300 EUR"
"1672866188-23631","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","Z801","https://www.gsmarena.com/asus_z801-2107.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus Z801","GSM","","Discontinued","92 x 46 x 23.5 mm (3.62 x 1.81 x 0.93 in)","110 g (3.88 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 256K colors","2.0 inches, 12.4 cm2 (~29.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)","null","null","null","null","null","microSD (dedicated slot)","64MB","null","","2 MP","LED flash","Yes","Loudspeaker","null","null","No","No","1.2, A2DP","null","FM radio","1.1","","Audio/ Video Player

Predictive text input

Organizer

Stopwatch","Removable Li-Ion 750 mAh battery","null","Silver","null","null","null","About 260 EUR"
"1672866191-23632","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P527","https://www.gsmarena.com/asus_p527-2123.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P527","GSM","2007, September. Released 2008, October","Discontinued","113 x 58 x 15.4 mm (4.45 x 2.28 x 0.61 in)","125 g (4.41 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~31.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","null","Microsoft Windows Mobile 6.0 Professional","TI OMAP 850","200 MHz ARM926EJ-S","null","microSD (dedicated slot)","128MB 64MB RAM","null","Single","2 MP, AF","null","Yes","","null","null","No","Wi-Fi 802.11 b/g","2.0","null","FM radio","1.1","","Business card scanner

Voice Recognition 

MP3 Player

Pocket Office 

Organizer

Voice memo

World time

Stopwatch","Removable Li-Ion battery","null","Silver","null","null","null","About 300 EUR"
"1672866193-23633","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P750","https://www.gsmarena.com/asus_p750-2170.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P750","GSM / HSPA","2007, October. Released 2008, April","Discontinued","113 x 58 x 17.4 mm (4.45 x 2.28 x 0.69 in)","130 g (4.59 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~31.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","null","Microsoft Windows Mobile 6.0 Professional","null","Marvell PXA270M 520 MHz","null","microSD (dedicated slot)","64MB RAM, 256MB ROM","Marvell PXA270M 520 MHz","Single","3.15 MP, AF","null","Yes","Single","null","","No","Wi-Fi 802.11 b/g","2.0, A2DP","null","No","1.1","","MP4/MP3/WMA/AAC/AAC+/3GP player

Remote Presenter

Business card scanner

Location Courier

Backup

Ur Time on Home Screen

Auto Cleaner

Pocket Office 

Voice Recognition","Removable Li-Ion 1300 mAh battery","null","Black","Voice 75dB / Noise 69dB / Ring 66dB","null","null","About 330 EUR"
"1672866196-23634","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P550","https://www.gsmarena.com/asus_p550-2193.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P550","GSM / UMTS","2007, December. Released 2008","Discontinued","121 x 70 x 16.5 mm (4.76 x 2.76 x 0.65 in)","188 g (6.63 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","3.5 inches, 37.9 cm2 (~44.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~114 ppi density)","null","Microsoft Windows Mobile 6.0 Professional","null","Marvell PXA270M 520 MHz","null","miniSD, miniSDHC","256MB 64MB RAM","null","Single","2 MP","null","Yes","","null","null","No","Wi-Fi 802.11 b/g","2.0","null","No","1.1","","Pocket Office 

MP3/WMA/AAC/AAC+ player

Organizer

Voice memo","Removable Li-Ion 1530 mAh battery","null","Silver","null","null","null","About 220 EUR"
"1672866198-23635","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","M930","https://www.gsmarena.com/asus_m930-2322.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus M930","GSM / HSPA","2008, February. Released 2008, September","Discontinued","113 x 54 x 18.7 mm (4.45 x 2.13 x 0.74 in)","158 g (5.57 oz)","null","Mini-SIM","null","TFT, 65K colors","2.6 inches, 19.2 cm2 (~31.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~179 ppi density)","null","Microsoft Windows Mobile 6 Standard","TI OMAP 2431","450 MHz ARM 1136","null","microSD (dedicated slot)","256MB 64MB RAM","null","Single","2 MP","null","Yes","Single","null","","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","2.0","","J2ME (CLDC 1.1 + MIDP2.0)

Pocket Office 

Remote presenter

MP3/AAC/AAC+/WMA/OGG/AMR player

WMV/MP4 player

Organizer

World Clock

File Manager

Voice dial","Removable Li-Ion 1100 mAh battery","null","Black","null","null","null","About 380 EUR"
"1672866201-23636","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P320","https://www.gsmarena.com/asus_p320-2347.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P320","GSM","2008, March. Released 2008, April","Discontinued","99 x 55 x 13 mm (3.90 x 2.17 x 0.51 in)","105 g (3.70 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.6 inches, 20.9 cm2 (~38.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)","null","Microsoft Windows Mobile 6.1 Professional","TI OMAP 850","200 MHz ARM926EJ-S","null","microSD (dedicated slot)","64MB RAM, 128MB ROM","null","Single","2 MP, AF","null","Yes","","null","null","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","2.0","","MP3/AAC/AAC+/WMA/OGG/AMR player

WMV/MP4 player

Organizer

World Clock

Pocket Office 

File Manager","Removable Li-Ion 1100 mAh battery","null","","null","null","null","About 410 EUR"
"1672866204-23637","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P552w","https://www.gsmarena.com/asus_p552w-2519.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P552w","GSM / HSPA","2008, September. Released 2008","Discontinued","102 x 60.5 x 14.5 mm (4.02 x 2.38 x 0.57 in)","105 g (3.70 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~39.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","null","Microsoft Windows Mobile 6.1 Professional","null","Marvell Tavor 624 MHz","null","microSD (dedicated slot)","128MB RAM, 256MB ROM","null","Single","2 MP","null","320p@24fps","","null","null","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","2.0","","MP3/AAC/AAC+/WMA/OGG/AMR player

WMV/MP4 player

Organizer

World Clock

Pocket Office","Removable Li-Ion 1100 mAh battery","null","Black, White","null","null","null","About 370 EUR"
"1672866206-23638","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P565","https://www.gsmarena.com/asus_p565-2606.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P565","GSM / HSPA","2008, November. Released 2009, May","Discontinued","102 x 60.5 x 16 mm (4.02 x 2.38 x 0.63 in)","120 g (4.23 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~39.3% screen-to-body ratio)","480 x 640 pixels, 4:3 ratio (~286 ppi density)","null","Microsoft Windows Mobile 6.1 Professional","null","800 MHz Marvell TavorP","null","microSD (dedicated slot)","128MB RAM, 256MB ROM","null","Single","3.15 MP, AF","null","320p@24fps","Single","null","","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","1.1","","MP3/AAC/AAC+/WMA/OGG/AMR player

WMV/MP4 player

Organizer

World Clock

Pocket Office 

Business card scanner

Predictive text input","Removable Li-Ion 1300 mAh battery","null","Black","null","null","null","About 440 EUR"
"1672866209-23639","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","E600","https://www.gsmarena.com/asus_e600-3696.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus E600","GSM / HSPA","Exp. announcement  2011","Cancelled","122 x 60 x 13.5 mm (4.80 x 2.36 x 0.53 in)","-","null","Mini-SIM","null","TFT, 256K colors","4.0 inches, 45.5 cm2 (~62.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","null","Microsoft Windows Phone 7","null","null","null","No","null","null","Single","5 MP","LED flash","Yes","","null","null","Yes","Wi-Fi 802.11 b/g","2.1, A2DP","null","null","microUSB 2.0","Accelerometer","MP3/WAV/WMA/eAAC+ player

MP4/WMV/H.264 player

Document viewer/editor

Organizer

Voice memo/dial

Predictive text input","Removable Li-Ion 1300 mAh battery","null","Black","null","null","null","null"
"1672866212-23640","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","P835","https://www.gsmarena.com/asus_p835-2727.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus P835","GSM / HSPA","2009, March. Released 2009, May","Discontinued","115 x 59 x 13.8 mm (4.53 x 2.32 x 0.54 in)","148 g (5.22 oz)","null","Mini-SIM","null","TFT resistive touchscreen, 65K colors","3.5 inches, 34.9 cm2 (~51.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~267 ppi density)","null","Microsoft Windows Mobile 6.1 Professional","Qualcomm MSM7201A","528 MHz ARM 11","null","microSDHC (dedicated slot)","4GB 288MB RAM","null","Single","5 MP, AF","null","Yes","Single","null","","No","Wi-Fi 802.11b/g","2.0, A2DP","null","No","2.0","","Pocket Office 

Organizer

MP3/MP4 player","Removable Li-Ion 1100 mAh battery","null","Black","null","null","null","About 400 EUR"
"1672866214-23641","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","Transformer TF101","https://www.gsmarena.com/asus_transformer_tf101-3936.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus Transformer TF101","No cellular connectivity","2011, January. Released 2011, April","Discontinued","271 x 171 x 13 mm (10.67 x 6.73 x 0.51 in)","680 g (1.50 lb)","null","No","null","LED-backlit IPS LCD,","10.1 inches, 295.8 cm2 (~63.8% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Scratch-resistant glass","Android 3.0 (Honeycomb), 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)","Nvidia Tegra 2 T20","Dual-core 1.0 GHz Cortex-A9","ULP GeForce","microSDHC (dedicated slot)","16GB 1GB RAM, 32GB 1GB RAM","null","Single","5 MP, AF","null","Yes","Single","null","","Yes","Wi-Fi 802.11b/g/n","2.1, A2DP, EDR","null","No","2.0","Accelerometer, gyro, compass","mini HDMI port

MP3/MP4 player

Polaris Office 3.0 editor 

Organizer

Predictive text input","Non-removable Li-Po battery (24.4 Wh)","null","Black","null","null","null","About 280 EUR"
"1672866217-23642","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","PadFone","https://www.gsmarena.com/asus_padfone-3965.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus PadFone","GSM / HSPA","2012, February. Released 2012, June","Discontinued","128 x 65.4 x 9.2 mm (5.04 x 2.57 x 0.36 in)","129 g (4.55 oz)","null","Mini-SIM","Optional Padfone Station with 10.1 inches display, 1280 x 800 pixels.273 x 176.9 x 13.55 mm @ 724 g, 6600 mAh battery.","Super AMOLED","4.3 inches, 51.0 cm2 (~60.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Corning Gorilla Glass","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)","Qualcomm MSM8260A Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","microSDHC (dedicated slot)","16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM","null","Single","8 MP, AF","LED flash","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n, hotspot","Yes","null","No","microUSB 2.0","Accelerometer, gyro, proximity, compass","MP3/WAV/eAAC+ player

MP4/H.264 player

Organizer

Document viewer

Photo viewer/editor

Voice memo/dial

Predictive text input (Swype)","Removable Li-Ion 1520 mAh battery","null","Black","null","null","null","About 300 EUR"
"1672866220-23643","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","Transformer Prime TF201","https://www.gsmarena.com/asus_transformer_prime_tf201-4322.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus Transformer Prime TF201","No cellular connectivity","2011, October. Released 2011, December","Discontinued","263 x 180.8 x 8.3 mm (10.35 x 7.12 x 0.33 in)","586 g (1.29 lb)","null","No","null","Super IPS+ LCD,","10.1 inches, 295.8 cm2 (~62.2% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Corning Gorilla Glass","Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)","Nvidia Tegra 3","Quad-core 1.3 GHz Cortex-A9","ULP GeForce","microSDHC (dedicated slot)","32GB 1GB RAM, 64GB 1GB RAM","null","Single","8 MP, AF","LED flash","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n","Yes","null","No","2.0","Accelerometer, gyro, compass","HDMI port

MP3/WAV/WMA/AAC player

MP4/H.264 player

Document editor

Organizer

Voice memo

Predictive text input","Non-removable Li-Po battery (25 Wh)","null","Amethyst Gray, Champagne Gold","null","null","null","About 350 EUR"
"1672866223-23644","https://www.gsmarena.com/makers.php3","Asus
197 devices","https://www.gsmarena.com/asus-phones-46.php","Transformer Prime TF700T","https://www.gsmarena.com/asus_transformer_prime_tf700t-4421.php","5","https://www.gsmarena.com/asus-phones-f-46-0-p5.php","Asus Transformer Prime TF700T","No cellular connectivity","2012, January. Released 2012, July","Discontinued","263 x 180.8 x 8.5 mm (10.35 x 7.12 x 0.33 in)","598 g (1.32 lb)","null","No","Optional mobile dock with standard QWERTY keyboard and trackpad","Super IPS+ LCD,","10.1 inches, 295.8 cm2 (~62.2% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)","Corning Gorilla Glass 2","Android 4.0 (Ice Cream Sandwich)","Nvidia Tegra 3 T33","Quad-core 1.6 GHz Cortex-A9","ULP GeForce","microSDHC (dedicated slot)","32GB 1GB RAM, 64GB 1GB RAM","null","Single","8 MP, AF","LED flash","1080p@30fps","Single","null","","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP, EDR","null","No","2.0","Accelerometer, gyro, compass","HDMI port

MP3/WAV/WMA/AAC player

MP4/H.264 player

Polaris Office editor 

Photo viewer/editor

Organizer

Predictive text input","Non-removable Li-Po battery (25 Wh)","null","Silver, Purple","null","null","null","About 400 EUR"
